Read  speed:  4234 kB/s (CD  24x, DVD  3x).
Write speed:  4234 kB/s (CD  24x, DVD  3x).
Capacity: 213504 Blocks = 427008 kBytes = 417 MBytes = 437 prMB
Sectorsize: 2048 Bytes
Errno: 5 (Input/output error), mode select g1 scsi sendcmd: no error
CDB:  55 10 00 00 00 00 00 00 14 00
status: 0x2 (CHECK CONDITION)
Sense Bytes: 70 00 05 00 00 00 00 0A 18 00 00 00 26 00 00 00
Sense Key: 0x5 Illegal Request, Segment 0
Sense Code: 0x26 Qual 0x00 (invalid field in parameter list) Fru 0x0
Sense flags: Blk 0 (not valid) 
cmd finished after 0.029s timeout 40s
Copy from SCSI (2,0,0) disk to file '/dev/null'
end:    213504
addr:        0 cnt: 49
addr:       49 cnt: 49
addr:       98 cnt: 49
addr:      147 cnt: 49
addr:      196 cnt: 49
addr:      245 cnt: 49
addr:    94031 cnt: 49
addr:    94080 cnt: 49
addr:    94129 cnt: 49
addr:    94178 cnt: 49
addr:    94227 cnt: 49
addr:    94276 cnt: 49
addr:    94325 cnt: 49
addr:    94374 cnt: 49
addr:    94423 cnt: 49
addr:    94472 cnt: 49
addr:    94521 cnt: 49
addr:    94570 cnt: 49
addr:    94619 cnt: 49
addr:    94668 cnt: 49
addr:    94717 cnt: 49
addr:    94766 cnt: 49
addr:    94815 cnt: 49
addr:    94864 cnt: 49
addr:    94913 cnt: 49
addr:    94962 cnt: 49
addr:    95011 cnt: 49
addr:    95060 cnt: 49
addr:    95109 cnt: 49
addr:    95158 cnt: 49
addr:    95207 cnt: 49
addr:    95256 cnt: 49
addr:    95305 cnt: 49
addr:    95354 cnt: 49
addr:    95403 cnt: 49
addr:    95452 cnt: 49
addr:    95501 cnt: 49
addr:    95550 cnt: 49
addr:    95599 cnt: 49
addr:    95648 cnt: 49
addr:    95697 cnt: 49
addr:    95746 cnt: 49
addr:    95795 cnt: 49
addr:    95844 cnt: 49
addr:    95893 cnt: 49
addr:    95942 cnt: 49
addr:    95991 cnt: 49
addr:    96040 cnt: 49
addr:    96089 cnt: 49
addr:    96138 cnt: 49
addr:    96187 cnt: 49
addr:    96236 cnt: 49
addr:    96285 cnt: 49
addr:    96334 cnt: 49
addr:    96383 cnt: 49
addr:    96432 cnt: 49
addr:    96481 cnt: 49
addr:    96530 cnt: 49
addr:    96579 cnt: 49
addr:    96628 cnt: 49
addr:    96677 cnt: 49
addr:    96726 cnt: 49
addr:    96775 cnt: 49
addr:    96824 cnt: 49
addr:    96873 cnt: 49
addr:    96922 cnt: 49
addr:    96971 cnt: 49
addr:    97020 cnt: 49
addr:    97069 cnt: 49
addr:    97118 cnt: 49
addr:    97167 cnt: 49
addr:    97216 cnt: 49
addr:    97265 cnt: 49
addr:    97314 cnt: 49
addr:    97363 cnt: 49
addr:    97412 cnt: 49
addr:    97461 cnt: 49
addr:    97510 cnt: 49
addr:    97559 cnt: 49
addr:    97608 cnt: 49
addr:    97657 cnt: 49
addr:    97706 cnt: 49
addr:    97755 cnt: 49
addr:    97804 cnt: 49
addr:    97853 cnt: 49
addr:    97902 cnt: 49
addr:    97951 cnt: 49
addr:    98000 cnt: 49
addr:    98049 cnt: 49
addr:    98098 cnt: 49
addr:    98147 cnt: 49
addr:    98196 cnt: 49
addr:    98245 cnt: 49
addr:    98294 cnt: 49
addr:    98343 cnt: 49
addr:    98392 cnt: 49
addr:    98441 cnt: 49
addr:    98490 cnt: 49
addr:    98539 cnt: 49
addr:    98588 cnt: 49
addr:    98637 cnt: 49
addr:    98686 cnt: 49
addr:    98735 cnt: 49
addr:    98784 cnt: 49
addr:    98833 cnt: 49
addr:    98882 cnt: 49
addr:    98931 cnt: 49
addr:    98980 cnt: 49
addr:    99029 cnt: 49
addr:    99078 cnt: 49
addr:    99127 cnt: 49
addr:    99176 cnt: 49
addr:    99225 cnt: 49
addr:    99274 cnt: 49
addr:    99323 cnt: 49
addr:    99372 cnt: 49
addr:    99421 cnt: 49
addr:    99470 cnt: 49
addr:    99519 cnt: 49
addr:    99568 cnt: 49
addr:    99617 cnt: 49
addr:    99666 cnt: 49
addr:    99715 cnt: 49
addr:    99764 cnt: 49
addr:    99813 cnt: 49
addr:    99862 cnt: 49
addr:    99911 cnt: 49
addr:    99960 cnt: 49
addr:   100009 cnt: 49
addr:   100058 cnt: 49
addr:   100107 cnt: 49
addr:   100156 cnt: 49
addr:   100205 cnt: 49
addr:   100254 cnt: 49
addr:   100303 cnt: 49
addr:   100352 cnt: 49
addr:   100401 cnt: 49
addr:   100450 cnt: 49
addr:   100499 cnt: 49
addr:   100548 cnt: 49
addr:   100597 cnt: 49
addr:   100646 cnt: 49
addr:   100695 cnt: 49
addr:   100744 cnt: 49
addr:   100793 cnt: 49
addr:   100842 cnt: 49
addr:   100891 cnt: 49
addr:   100940 cnt: 49
addr:   100989 cnt: 49
addr:   101038 cnt: 49
addr:   101087 cnt: 49
addr:   101136 cnt: 49
addr:   101185 cnt: 49
addr:   101234 cnt: 49
addr:   101283 cnt: 49
addr:   101332 cnt: 49
addr:   101381 cnt: 49
addr:   101430 cnt: 49
addr:   101479 cnt: 49
addr:   101528 cnt: 49
addr:   101577 cnt: 49
addr:   101626 cnt: 49
addr:   101675 cnt: 49
addr:   101724 cnt: 49
addr:   101773 cnt: 49
addr:   101822 cnt: 49
addr:   101871 cnt: 49
addr:   101920 cnt: 49
addr:   101969 cnt: 49
addr:   102018 cnt: 49
addr:   102067 cnt: 49
addr:   102116 cnt: 49
addr:   102165 cnt: 49
addr:   102214 cnt: 49
addr:   102263 cnt: 49
addr:   102312 cnt: 49
addr:   102361 cnt: 49
addr:   102410 cnt: 49
addr:   102459 cnt: 49
addr:   102508 cnt: 49
addr:   102557 cnt: 49
addr:   102606 cnt: 49
addr:   102655 cnt: 49
addr:   102704 cnt: 49
addr:   102753 cnt: 49
addr:   102802 cnt: 49
addr:   102851 cnt: 49
addr:   102900 cnt: 49
addr:   102949 cnt: 49
addr:   102998 cnt: 49
addr:   103047 cnt: 49
addr:   103096 cnt: 49
addr:   103145 cnt: 49
addr:   103194 cnt: 49
addr:   103243 cnt: 49
addr:   103292 cnt: 49
addr:   103341 cnt: 49
addr:   103390 cnt: 49
addr:   103439 cnt: 49
addr:   103488 cnt: 49
addr:   103537 cnt: 49
addr:   103586 cnt: 49
addr:   103635 cnt: 49
addr:   103684 cnt: 49
addr:   103733 cnt: 49
addr:   103782 cnt: 49
addr:   103831 cnt: 49
addr:   103880 cnt: 49
addr:   103929 cnt: 49
addr:   103978 cnt: 49
addr:   104027 cnt: 49
addr:   104076 cnt: 49
addr:   104125 cnt: 49
addr:   104174 cnt: 49
addr:   104223 cnt: 49
addr:   104272 cnt: 49
addr:   104321 cnt: 49
addr:   104370 cnt: 49
addr:   104419 cnt: 49
addr:   104468 cnt: 49
addr:   104517 cnt: 49
addr:   104566 cnt: 49
addr:   104615 cnt: 49
addr:   104664 cnt: 49
addr:   104713 cnt: 49
addr:   104762 cnt: 49
addr:   104811 cnt: 49
addr:   104860 cnt: 49
addr:   104909 cnt: 49
addr:   104958 cnt: 49
addr:   105007 cnt: 49
addr:   105056 cnt: 49
addr:   105105 cnt: 49
addr:   105154 cnt: 49
addr:   105203 cnt: 49
addr:   105252 cnt: 49
addr:   105301 cnt: 49
addr:   105350 cnt: 49
addr:   105399 cnt: 49
addr:   105448 cnt: 49
addr:   105497 cnt: 49
addr:   105546 cnt: 49
addr:   105595 cnt: 49
addr:   105644 cnt: 49
addr:   105693 cnt: 49
addr:   105742 cnt: 49
addr:   105791 cnt: 49
addr:   105840 cnt: 49
addr:   105889 cnt: 49
addr:   105938 cnt: 49
addr:   105987 cnt: 49
addr:   106036 cnt: 49
addr:   106085 cnt: 49
addr:   106134 cnt: 49
addr:   106183 cnt: 49
addr:   106232 cnt: 49
addr:   106281 cnt: 49
addr:   106330 cnt: 49
addr:   106379 cnt: 49
addr:   106428 cnt: 49
addr:   106477 cnt: 49
addr:   106526 cnt: 49
addr:   106575 cnt: 49
addr:   106624 cnt: 49
addr:   106673 cnt: 49
addr:   106722 cnt: 49
addr:   106771 cnt: 49
addr:   106820 cnt: 49
addr:   106869 cnt: 49
addr:   106918 cnt: 49
addr:   106967 cnt: 49
addr:   107016 cnt: 49
addr:   107065 cnt: 49
addr:   107114 cnt: 49
addr:   107163 cnt: 49
addr:   107212 cnt: 49
addr:   107261 cnt: 49
addr:   107310 cnt: 49
addr:   107359 cnt: 49
addr:   107408 cnt: 49
addr:   107457 cnt: 49
addr:   107506 cnt: 49
addr:   107555 cnt: 49
addr:   107604 cnt: 49
addr:   107653 cnt: 49
addr:   107702 cnt: 49
addr:   107751 cnt: 49
addr:   107800 cnt: 49
addr:   107849 cnt: 49
addr:   107898 cnt: 49
addr:   107947 cnt: 49
addr:   107996 cnt: 49
addr:   108045 cnt: 49
addr:   108094 cnt: 49
addr:   108143 cnt: 49
addr:   108192 cnt: 49
addr:   108241 cnt: 49
addr:   108290 cnt: 49
addr:   108339 cnt: 49
addr:   108388 cnt: 49
addr:   108437 cnt: 49
addr:   108486 cnt: 49
addr:   108535 cnt: 49
addr:   108584 cnt: 49
addr:   108633 cnt: 49
addr:   108682 cnt: 49
addr:   108731 cnt: 49
addr:   108780 cnt: 49
addr:   108829 cnt: 49
addr:   108878 cnt: 49
addr:   108927 cnt: 49
addr:   108976 cnt: 49
addr:   109025 cnt: 49
addr:   109074 cnt: 49
addr:   109123 cnt: 49
addr:   109172 cnt: 49
addr:   109221 cnt: 49
addr:   109270 cnt: 49
addr:   109319 cnt: 49
addr:   109368 cnt: 49
addr:   109417 cnt: 49
addr:   109466 cnt: 49
addr:   109515 cnt: 49
addr:   109564 cnt: 49
addr:   109613 cnt: 49
addr:   109662 cnt: 49
addr:   109711 cnt: 49
addr:   109760 cnt: 49
addr:   109809 cnt: 49
addr:   109858 cnt: 49
addr:   109907 cnt: 49
addr:   109956 cnt: 49
addr:   110005 cnt: 49
addr:   110054 cnt: 49
addr:   110103 cnt: 49
addr:   110152 cnt: 49
addr:   110201 cnt: 49
addr:   110250 cnt: 49
addr:   110299 cnt: 49
addr:   110348 cnt: 49
addr:   110397 cnt: 49
addr:   110446 cnt: 49
addr:   110495 cnt: 49
addr:   110544 cnt: 49
addr:   110593 cnt: 49
addr:   110642 cnt: 49
addr:   110691 cnt: 49
addr:   110740 cnt: 49
addr:   110789 cnt: 49
addr:   110838 cnt: 49
addr:   110887 cnt: 49
addr:   110936 cnt: 49
addr:   110985 cnt: 49
addr:   111034 cnt: 49
addr:   111083 cnt: 49
addr:   111132 cnt: 49
addr:   111181 cnt: 49
addr:   111230 cnt: 49
addr:   111279 cnt: 49
addr:   111328 cnt: 49
addr:   111377 cnt: 49
addr:   111426 cnt: 49
addr:   111475 cnt: 49
addr:   111524 cnt: 49
addr:   111573 cnt: 49
addr:   111622 cnt: 49
addr:   111671 cnt: 49
addr:   111720 cnt: 49
addr:   111769 cnt: 49
addr:   111818 cnt: 49
addr:   111867 cnt: 49
addr:   111916 cnt: 49
addr:   111965 cnt: 49
addr:   112014 cnt: 49
addr:   112063 cnt: 49
addr:   112112 cnt: 49
addr:   112161 cnt: 49
addr:   112210 cnt: 49
addr:   112259 cnt: 49
addr:   112308 cnt: 49
addr:   112357 cnt: 49
addr:   112406 cnt: 49
addr:   112455 cnt: 49
addr:   112504 cnt: 49
addr:   112553 cnt: 49
addr:   112602 cnt: 49
addr:   112651 cnt: 49
addr:   112700 cnt: 49
addr:   112749 cnt: 49
addr:   112798 cnt: 49
addr:   112847 cnt: 49
addr:   112896 cnt: 49
addr:   112945 cnt: 49
addr:   112994 cnt: 49
addr:   113043 cnt: 49
addr:   113092 cnt: 49
addr:   113141 cnt: 49
addr:   113190 cnt: 49
addr:   113239 cnt: 49
addr:   113288 cnt: 49
addr:   113337 cnt: 49
addr:   113386 cnt: 49
addr:   113435 cnt: 49
addr:   113484 cnt: 49
addr:   113533 cnt: 49
addr:   113582 cnt: 49
addr:   113631 cnt: 49
addr:   113680 cnt: 49
addr:   113729 cnt: 49
addr:   113778 cnt: 49
addr:   113827 cnt: 49
addr:   113876 cnt: 49
addr:   113925 cnt: 49
addr:   113974 cnt: 49
addr:   114023 cnt: 49
addr:   114072 cnt: 49
addr:   114121 cnt: 49
addr:   114170 cnt: 49
addr:   114219 cnt: 49
addr:   114268 cnt: 49
addr:   114317 cnt: 49
addr:   114366 cnt: 49
addr:   114415 cnt: 49
addr:   114464 cnt: 49
addr:   114513 cnt: 49
addr:   114562 cnt: 49
addr:   114611 cnt: 49
addr:   114660 cnt: 49
addr:   114709 cnt: 49
addr:   114758 cnt: 49
addr:   114807 cnt: 49
addr:   114856 cnt: 49
addr:   114905 cnt: 49
addr:   114954 cnt: 49
addr:   115003 cnt: 49
addr:   115052 cnt: 49
addr:   115101 cnt: 49
addr:   115150 cnt: 49
addr:   115199 cnt: 49
addr:   115248 cnt: 49
addr:   115297 cnt: 49
addr:   115346 cnt: 49
addr:   115395 cnt: 49
addr:   115444 cnt: 49
addr:   115493 cnt: 49
addr:   115542 cnt: 49
addr:   115591 cnt: 49
addr:   115640 cnt: 49
addr:   115689 cnt: 49
addr:   115738 cnt: 49
addr:   115787 cnt: 49
addr:   115836 cnt: 49
addr:   115885 cnt: 49
addr:   115934 cnt: 49
addr:   115983 cnt: 49
addr:   116032 cnt: 49
addr:   116081 cnt: 49
addr:   116130 cnt: 49
addr:   116179 cnt: 49
addr:   116228 cnt: 49
addr:   116277 cnt: 49
addr:   116326 cnt: 49
addr:   116375 cnt: 49
addr:   116424 cnt: 49
addr:   116473 cnt: 49
addr:   116522 cnt: 49
addr:   116571 cnt: 49
addr:   116620 cnt: 49
addr:   116669 cnt: 49
addr:   116718 cnt: 49
addr:   116767 cnt: 49
addr:   116816 cnt: 49
addr:   116865 cnt: 49
addr:   116914 cnt: 49
addr:   116963 cnt: 49
addr:   117012 cnt: 49
addr:   117061 cnt: 49
addr:   117110 cnt: 49
addr:   117159 cnt: 49
addr:   117208 cnt: 49
addr:   117257 cnt: 49
addr:   117306 cnt: 49
addr:   117355 cnt: 49
addr:   117404 cnt: 49
addr:   117453 cnt: 49
addr:   117502 cnt: 49
addr:   117551 cnt: 49
addr:   117600 cnt: 49
addr:   117649 cnt: 49
addr:   117698 cnt: 49
addr:   117747 cnt: 49
addr:   117796 cnt: 49
addr:   117845 cnt: 49
addr:   117894 cnt: 49
addr:   117943 cnt: 49
addr:   117992 cnt: 49
addr:   118041 cnt: 49
addr:   118090 cnt: 49
addr:   118139 cnt: 49
addr:   118188 cnt: 49
addr:   118237 cnt: 49
addr:   118286 cnt: 49
addr:   118335 cnt: 49
addr:   118384 cnt: 49
addr:   118433 cnt: 49
addr:   118482 cnt: 49
addr:   118531 cnt: 49
addr:   118580 cnt: 49
addr:   118629 cnt: 49
addr:   118678 cnt: 49
addr:   118727 cnt: 49
addr:   118776 cnt: 49
addr:   118825 cnt: 49
addr:   118874 cnt: 49
addr:   118923 cnt: 49
addr:   118972 cnt: 49
addr:   119021 cnt: 49
addr:   119070 cnt: 49
addr:   119119 cnt: 49
addr:   119168 cnt: 49
addr:   119217 cnt: 49
addr:   119266 cnt: 49
addr:   119315 cnt: 49
addr:   119364 cnt: 49
addr:   119413 cnt: 49
addr:   119462 cnt: 49
addr:   119511 cnt: 49
addr:   119560 cnt: 49
addr:   119609 cnt: 49
addr:   119658 cnt: 49
addr:   119707 cnt: 49
addr:   119756 cnt: 49
addr:   119805 cnt: 49
addr:   119854 cnt: 49
addr:   119903 cnt: 49
addr:   119952 cnt: 49
addr:   120001 cnt: 49
addr:   120050 cnt: 49
addr:   120099 cnt: 49
addr:   120148 cnt: 49
addr:   120197 cnt: 49
addr:   120246 cnt: 49
addr:   120295 cnt: 49
addr:   120344 cnt: 49
addr:   120393 cnt: 49
addr:   120442 cnt: 49
addr:   120491 cnt: 49
addr:   120540 cnt: 49
addr:   120589 cnt: 49
addr:   120638 cnt: 49
addr:   120687 cnt: 49
addr:   120736 cnt: 49
addr:   120785 cnt: 49
addr:   120834 cnt: 49
addr:   120883 cnt: 49
addr:   120932 cnt: 49
addr:   120981 cnt: 49
addr:   121030 cnt: 49
addr:   121079 cnt: 49
addr:   121128 cnt: 49
addr:   121177 cnt: 49
addr:   121226 cnt: 49
addr:   121275 cnt: 49
addr:   121324 cnt: 49
addr:   121373 cnt: 49
addr:   121422 cnt: 49
addr:   121471 cnt: 49
addr:   121520 cnt: 49
addr:   121569 cnt: 49
addr:   121618 cnt: 49
addr:   121667 cnt: 49
addr:   121716 cnt: 49
addr:   121765 cnt: 49
addr:   121814 cnt: 49
addr:   121863 cnt: 49
addr:   121912 cnt: 49
addr:   121961 cnt: 49
addr:   122010 cnt: 49
addr:   122059 cnt: 49
addr:   122108 cnt: 49
addr:   122157 cnt: 49
addr:   122206 cnt: 49
addr:   122255 cnt: 49
addr:   122304 cnt: 49
addr:   122353 cnt: 49
addr:   122402 cnt: 49
addr:   122451 cnt: 49
addr:   122500 cnt: 49
addr:   122549 cnt: 49
addr:   122598 cnt: 49
addr:   122647 cnt: 49
addr:   122696 cnt: 49
addr:   122745 cnt: 49
addr:   122794 cnt: 49
addr:   122843 cnt: 49
addr:   122892 cnt: 49
addr:   122941 cnt: 49
addr:   122990 cnt: 49
addr:   123039 cnt: 49
addr:   123088 cnt: 49
addr:   123137 cnt: 49
addr:   123186 cnt: 49
addr:   123235 cnt: 49
addr:   123284 cnt: 49
addr:   123333 cnt: 49
addr:   123382 cnt: 49
addr:   123431 cnt: 49
addr:   123480 cnt: 49
addr:   123529 cnt: 49
addr:   123578 cnt: 49
addr:   123627 cnt: 49
addr:   123676 cnt: 49
addr:   123725 cnt: 49
addr:   123774 cnt: 49
addr:   123823 cnt: 49
addr:   123872 cnt: 49
addr:   123921 cnt: 49
addr:   123970 cnt: 49
addr:   124019 cnt: 49
addr:   124068 cnt: 49
addr:   124117 cnt: 49
addr:   124166 cnt: 49
addr:   124215 cnt: 49
addr:   124264 cnt: 49
addr:   124313 cnt: 49
addr:   124362 cnt: 49
addr:   124411 cnt: 49
addr:   124460 cnt: 49
addr:   124509 cnt: 49
addr:   124558 cnt: 49
addr:   124607 cnt: 49
addr:   124656 cnt: 49
addr:   124705 cnt: 49
addr:   124754 cnt: 49
addr:   124803 cnt: 49
addr:   124852 cnt: 49
addr:   124901 cnt: 49
addr:   124950 cnt: 49
addr:   124999 cnt: 49
addr:   125048 cnt: 49
addr:   125097 cnt: 49
addr:   125146 cnt: 49
addr:   125195 cnt: 49
addr:   125244 cnt: 49
addr:   125293 cnt: 49
addr:   125342 cnt: 49
addr:   125391 cnt: 49
addr:   125440 cnt: 49
addr:   125489 cnt: 49
addr:   125538 cnt: 49
addr:   125587 cnt: 49
addr:   125636 cnt: 49
addr:   125685 cnt: 49
addr:   125734 cnt: 49
addr:   125783 cnt: 49
addr:   125832 cnt: 49
addr:   125881 cnt: 49
addr:   125930 cnt: 49
addr:   125979 cnt: 49
addr:   126028 cnt: 49
addr:   126077 cnt: 49
addr:   126126 cnt: 49
addr:   126175 cnt: 49
addr:   126224 cnt: 49
addr:   126273 cnt: 49
addr:   126322 cnt: 49
addr:   126371 cnt: 49
addr:   126420 cnt: 49
addr:   126469 cnt: 49
addr:   126518 cnt: 49
addr:   126567 cnt: 49
addr:   126616 cnt: 49
addr:   126665 cnt: 49
addr:   126714 cnt: 49
addr:   126763 cnt: 49
addr:   126812 cnt: 49
addr:   126861 cnt: 49
addr:   126910 cnt: 49
addr:   126959 cnt: 49
addr:   127008 cnt: 49
addr:   127057 cnt: 49
addr:   127106 cnt: 49
addr:   127155 cnt: 49
addr:   127204 cnt: 49
addr:   127253 cnt: 49
addr:   127302 cnt: 49
addr:   127351 cnt: 49
addr:   127400 cnt: 49
addr:   127449 cnt: 49
addr:   127498 cnt: 49
addr:   127547 cnt: 49
addr:   127596 cnt: 49
addr:   127645 cnt: 49
addr:   127694 cnt: 49
addr:   127743 cnt: 49
addr:   127792 cnt: 49
addr:   127841 cnt: 49
addr:   127890 cnt: 49
addr:   127939 cnt: 49
addr:   127988 cnt: 49
addr:   128037 cnt: 49
addr:   128086 cnt: 49
addr:   128135 cnt: 49
addr:   128184 cnt: 49
addr:   128233 cnt: 49
addr:   128282 cnt: 49
addr:   128331 cnt: 49
addr:   128380 cnt: 49
addr:   128429 cnt: 49
addr:   128478 cnt: 49
addr:   128527 cnt: 49
addr:   128576 cnt: 49
addr:   128625 cnt: 49
addr:   128674 cnt: 49
addr:   128723 cnt: 49
addr:   128772 cnt: 49
addr:   128821 cnt: 49
addr:   128870 cnt: 49
addr:   128919 cnt: 49
addr:   128968 cnt: 49
addr:   129017 cnt: 49
addr:   129066 cnt: 49
addr:   129115 cnt: 49
addr:   129164 cnt: 49
addr:   129213 cnt: 49
addr:   129262 cnt: 49
addr:   129311 cnt: 49
addr:   129360 cnt: 49
addr:   129409 cnt: 49
addr:   129458 cnt: 49
addr:   129507 cnt: 49
addr:   129556 cnt: 49
addr:   129605 cnt: 49
addr:   129654 cnt: 49
addr:   129703 cnt: 49
addr:   129752 cnt: 49
addr:   129801 cnt: 49
addr:   129850 cnt: 49
addr:   129899 cnt: 49
addr:   129948 cnt: 49
addr:   129997 cnt: 49
addr:   130046 cnt: 49
addr:   130095 cnt: 49
addr:   130144 cnt: 49
addr:   130193 cnt: 49
addr:   130242 cnt: 49
addr:   130291 cnt: 49
addr:   130340 cnt: 49
addr:   130389 cnt: 49
addr:   130438 cnt: 49
addr:   130487 cnt: 49
addr:   130536 cnt: 49
addr:   130585 cnt: 49
addr:   130634 cnt: 49
addr:   130683 cnt: 49
addr:   130732 cnt: 49
addr:   130781 cnt: 49
addr:   130830 cnt: 49
addr:   130879 cnt: 49
addr:   130928 cnt: 49
addr:   130977 cnt: 49
addr:   131026 cnt: 49
addr:   131075 cnt: 49
addr:   131124 cnt: 49
addr:   131173 cnt: 49
addr:   131222 cnt: 49
addr:   131271 cnt: 49
addr:   131320 cnt: 49
addr:   131369 cnt: 49
addr:   131418 cnt: 49
addr:   131467 cnt: 49
addr:   131516 cnt: 49
addr:   131565 cnt: 49
addr:   131614 cnt: 49
addr:   131663 cnt: 49
addr:   131712 cnt: 49
addr:   131761 cnt: 49
addr:   131810 cnt: 49
addr:   131859 cnt: 49
addr:   131908 cnt: 49
addr:   131957 cnt: 49
addr:   132006 cnt: 49
addr:   132055 cnt: 49
addr:   132104 cnt: 49
addr:   132153 cnt: 49
addr:   132202 cnt: 49
addr:   132251 cnt: 49
addr:   132300 cnt: 49
addr:   132349 cnt: 49
addr:   132398 cnt: 49
addr:   132447 cnt: 49
addr:   132496 cnt: 49
addr:   132545 cnt: 49
addr:   132594 cnt: 49
addr:   132643 cnt: 49
addr:   132692 cnt: 49
addr:   132741 cnt: 49
addr:   132790 cnt: 49
addr:   132839 cnt: 49
addr:   132888 cnt: 49
addr:   132937 cnt: 49
addr:   132986 cnt: 49
addr:   133035 cnt: 49
addr:   133084 cnt: 49
addr:   133133 cnt: 49
addr:   133182 cnt: 49
addr:   133231 cnt: 49
addr:   133280 cnt: 49
addr:   133329 cnt: 49
addr:   133378 cnt: 49
addr:   133427 cnt: 49
addr:   133476 cnt: 49
addr:   133525 cnt: 49
addr:   133574 cnt: 49
addr:   133623 cnt: 49
addr:   133672 cnt: 49
addr:   133721 cnt: 49
addr:   133770 cnt: 49
addr:   133819 cnt: 49
addr:   133868 cnt: 49
addr:   133917 cnt: 49
addr:   133966 cnt: 49
addr:   134015 cnt: 49
addr:   134064 cnt: 49
addr:   134113 cnt: 49
addr:   134162 cnt: 49
addr:   134211 cnt: 49
addr:   134260 cnt: 49
addr:   134309 cnt: 49
addr:   134358 cnt: 49
addr:   134407 cnt: 49
addr:   134456 cnt: 49
addr:   134505 cnt: 49
addr:   134554 cnt: 49
addr:   134603 cnt: 49
addr:   134652 cnt: 49
addr:   134701 cnt: 49
addr:   134750 cnt: 49
addr:   134799 cnt: 49
addr:   134848 cnt: 49
addr:   134897 cnt: 49
addr:   134946 cnt: 49
addr:   134995 cnt: 49
addr:   135044 cnt: 49
addr:   135093 cnt: 49
addr:   135142 cnt: 49
addr:   135191 cnt: 49
addr:   135240 cnt: 49
addr:   135289 cnt: 49
addr:   135338 cnt: 49
addr:   135387 cnt: 49
addr:   135436 cnt: 49
addr:   135485 cnt: 49
addr:   135534 cnt: 49
addr:   135583 cnt: 49
addr:   135632 cnt: 49
addr:   135681 cnt: 49
addr:   135730 cnt: 49
addr:   135779 cnt: 49
addr:   135828 cnt: 49
addr:   135877 cnt: 49
addr:   135926 cnt: 49
addr:   135975 cnt: 49
addr:   136024 cnt: 49
addr:   136073 cnt: 49
addr:   136122 cnt: 49
addr:   136171 cnt: 49
addr:   136220 cnt: 49
addr:   136269 cnt: 49
addr:   136318 cnt: 49
addr:   136367 cnt: 49
addr:   136416 cnt: 49
addr:   136465 cnt: 49
addr:   136514 cnt: 49
addr:   136563 cnt: 49
addr:   136612 cnt: 49
addr:   136661 cnt: 49
addr:   136710 cnt: 49
addr:   136759 cnt: 49
addr:   136808 cnt: 49
addr:   136857 cnt: 49
addr:   136906 cnt: 49
addr:   136955 cnt: 49
addr:   137004 cnt: 49
addr:   137053 cnt: 49
addr:   137102 cnt: 49
addr:   137151 cnt: 49
addr:   137200 cnt: 49
addr:   137249 cnt: 49
addr:   137298 cnt: 49
addr:   137347 cnt: 49
addr:   137396 cnt: 49
addr:   137445 cnt: 49
addr:   137494 cnt: 49
addr:   137543 cnt: 49
addr:   137592 cnt: 49
addr:   137641 cnt: 49
addr:   137690 cnt: 49
addr:   137739 cnt: 49
addr:   137788 cnt: 49
addr:   137837 cnt: 49
addr:   137886 cnt: 49
addr:   137935 cnt: 49
addr:   137984 cnt: 49
addr:   138033 cnt: 49
addr:   138082 cnt: 49
addr:   138131 cnt: 49
addr:   138180 cnt: 49
addr:   138229 cnt: 49
addr:   138278 cnt: 49
addr:   138327 cnt: 49
addr:   138376 cnt: 49
addr:   138425 cnt: 49
addr:   138474 cnt: 49
addr:   138523 cnt: 49
addr:   138572 cnt: 49
addr:   138621 cnt: 49
addr:   138670 cnt: 49
addr:   138719 cnt: 49
addr:   138768 cnt: 49
addr:   138817 cnt: 49
addr:   138866 cnt: 49
addr:   138915 cnt: 49
addr:   138964 cnt: 49
addr:   139013 cnt: 49
addr:   139062 cnt: 49
addr:   139111 cnt: 49
addr:   139160 cnt: 49
addr:   139209 cnt: 49
addr:   139258 cnt: 49
addr:   139307 cnt: 49
addr:   139356 cnt: 49
addr:   139405 cnt: 49
addr:   139454 cnt: 49
addr:   139503 cnt: 49
addr:   139552 cnt: 49
addr:   139601 cnt: 49
addr:   139650 cnt: 49
addr:   139699 cnt: 49
addr:   139748 cnt: 49
addr:   139797 cnt: 49
addr:   139846 cnt: 49
addr:   139895 cnt: 49
addr:   139944 cnt: 49
addr:   139993 cnt: 49
addr:   140042 cnt: 49
addr:   140091 cnt: 49
addr:   140140 cnt: 49
addr:   140189 cnt: 49
addr:   140238 cnt: 49
addr:   140287 cnt: 49
addr:   140336 cnt: 49
addr:   140385 cnt: 49
addr:   140434 cnt: 49
addr:   140483 cnt: 49
addr:   140532 cnt: 49
addr:   140581 cnt: 49
addr:   140630 cnt: 49
addr:   140679 cnt: 49
addr:   140728 cnt: 49
addr:   140777 cnt: 49
addr:   140826 cnt: 49
addr:   140875 cnt: 49
addr:   140924 cnt: 49
addr:   140973 cnt: 49
addr:   141022 cnt: 49
addr:   141071 cnt: 49
addr:   141120 cnt: 49
addr:   141169 cnt: 49
addr:   141218 cnt: 49
addr:   141267 cnt: 49
addr:   141316 cnt: 49
addr:   141365 cnt: 49
addr:   141414 cnt: 49
